dataset	metric	source_entry_id	pdb_id	ccd_id	canonical_isomeric_smiles	heavy_atoms	carbon_atoms	elements	review_status
BioLiP2	simple_inorganic_entries	BASE:1swm_1_AZI_B	1swm	AZI	[N-]=[N+]=[N-]	3.0	0.0	N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	simple_inorganic_entries	BASE:6hsd_2_FES_L	6hsd	FES	[S]1[Fe][S][Fe]1	4.0	0.0	Fe;S	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	simple_inorganic_entries	BASE:1nqu_1_PO4_F5	1nqu	PO4	O=P([O-])([O-])[O-]	5.0	0.0	O;P	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	simple_inorganic_entries	BASE:5n26_1_73M_C7	5n26	73M	[NH2][Pt]([NH2])([OH])[Cl]	5.0	0.0	Cl;N;O;Pt	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:5h8l_2_PUT_MB	5h8l	PUT	NCCCCN	6.0	4.0	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:6ikm_4_SPD_AB	6ikm	SPD	NCCCCNCCCN	10.0	7.0	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:3kvn_1_C8E_C	3kvn	C8E	CCCCCCCCOCCOCCOCCOCCO	21.0	16.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:6q9s_2_O4B_M	6q9s	O4B	C1COCCOCCOCCOCCOCCO1	18.0	12.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:4ia6_1_MPD_E	4ia6	MPD	C[C@H](O)CC(C)(C)O	8.0	6.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:7v4z_1_GOL_Q	7v4z	GOL	OCC(O)CO	6.0	3.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:3wur_1_O4B_C	3wur	O4B	C1COCCOCCOCCOCCOCCO1	18.0	12.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:6y09_1_PEG_J	6y09	PEG	OCCOCCO	7.0	4.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:6ikm_2_SPD_SA	6ikm	SPD	NCCCCNCCCN	10.0	7.0	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:1pj2_1_LMR_T	1pj2	LMR	O=C(O)C[C@H](O)C(=O)O	9.0	4.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:5gn5_1_GOL_H	5gn5	GOL	OCC(O)CO	6.0	3.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:3slo_1_C8E_H	3slo	C8E	CCCCCCCCOCCOCCOCCOCCO	21.0	16.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:5hn5_1_ICT_B1	5hn5	ICT	O=C(O)C[C@H](C(=O)O)[C@@H](O)C(=O)O	13.0	6.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:1af4_1_DIO_C	1af4	DIO	C1COCCO1	6.0	4.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:1f8r_1_CIT_J	1f8r	CIT	O=C(O)CC(O)(CC(=O)O)C(=O)O	13.0	6.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:2f1t_1_C8E_H	2f1t	C8E	CCCCCCCCOCCOCCOCCOCCO	21.0	16.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:3zvm_1_GOL_S	3zvm	GOL	OCC(O)CO	6.0	3.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:6zhz_3_GOL_HC	6zhz	GOL	OCC(O)CO	6.0	3.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:4r87_2_SPM_R5	4r87	SPM	NCCCNCCCCNCCCN	14.0	10.0	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:2z3t_3_IMD_P	2z3t	IMD	c1c[nH+]c[nH]1	5.0	3.0	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:1lb3_1_GOL_M11	1lb3	GOL	OCC(O)CO	6.0	3.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:2qtk_1_C8E_C	2qtk	C8E	CCCCCCCCOCCOCCOCCOCCO	21.0	16.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:5h8l_2_PUT_QB	5h8l	PUT	NCCCCN	6.0	4.0	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:1f0n_1_MPD_C	1f0n	MPD	C[C@H](O)CC(C)(C)O	8.0	6.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
BioLiP2	shared_artifact_list_entries	BASE:7wzv_1_GOL_J	7wzv	GOL	OCC(O)CO	6.0	3.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	4mj8_D	4mj8	SPM	[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	14	10	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	9vyl_P	9vyl	SPD	[NH3+]CCCC[NH2+]CCC[NH3+]	10	7	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	7ne7_C	7ne7	SPM	[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	14	10	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	7oyv_F	7oyv	SPD	[NH3+]CCCC[NH2+]CCC[NH3+]	10	7	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	4cxm_G	4cxm	SPD	[NH3+]CCCC[NH2+]CCC[NH3+]	10	7	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	8a0f_F	8a0f	SPD	[NH3+]CCCC[NH2+]CCC[NH3+]	10	7	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	3ttn_C	3ttn	SPD	[NH3+]CCCC[NH2+]CCC[NH3+]	10	7	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	8fv1_H	8fv1	SPM	[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	14	10	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	4cxm_I	4cxm	SPD	[NH3+]CCCC[NH2+]CCC[NH3+]	10	7	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	6rsj_F	6rsj	SPM	[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	14	10	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	7xig_M	7xig	SPM	[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	14	10	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	7oyx_I	7oyx	SPD	[NH3+]CCCC[NH2+]CCC[NH3+]	10	7	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	8fux_G	8fux	KDO	O=C([O-])[C@H]1C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O1	15	8	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	7xif_N	7xif	SPD	[NH3+]CCCC[NH2+]CCC[NH3+]	10	7	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	3wr7_E	3wr7	SPD	[NH3+]CCCC[NH2+]CCC[NH3+]	10	7	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	5j91_NW	5j91	SPD	[NH3+]CCCC[NH2+]CCC[NH3+]	10	7	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	3k8d_L	3k8d	KDO	O=C([O-])[C@@H]1C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O1	15	8	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	1xpq_G	1xpq	SPM	[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	14	10	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	3c6k_E	3c6k	SPD	[NH3+]CCCC[NH2+]CCC[NH3+]	10	7	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	6bq7_D	6bq7	SPD	[NH3+]CCCC[NH2+]CCC[NH3+]	10	7	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	6e1x_K	6e1x	SPM	[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	14	10	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	7oyx_C	7oyx	SPD	[NH3+]CCCC[NH2+]CCC[NH3+]	10	7	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	7a6t_L	7a6t	SPD	[NH3+]CCCC[NH2+]CCC[NH3+]	10	7	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	3b7p_F	3b7p	SPM	[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	14	10	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
CROWN	shared_artifact_list_entries	6ye8_I	6ye8	SPD	[NH3+]CCCC[NH2+]CCC[NH3+]	10	7	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|2r80|1|1|2r80|1|4|H|151|False|OXY|assembly_gen_row_000001|1	2r80	OXY	O=O	2.0	0.0	O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|7o66|1|1|7o66|1|2|B|201|False|OXY|assembly_gen_row_000001|2	7o66	OXY	O=O	2.0	0.0	O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|2zs0|1|1|2zs0|1|6|N|201|False|OXY|assembly_gen_row_000001|2	2zs0	OXY	O=O	2.0	0.0	O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|1t3t|1|1|1t3t|1|3|E|2001|False|SO4|assembly_gen_row_000001|1	1t3t	SO4	O=S(=O)([O-])[O-]	5.0	0.0	O;S	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|1qxe|2|1|1qxe|1|4|N|9142|False|OXY|assembly_gen_row_000002|2	1qxe	OXY	O=O	2.0	0.0	O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|1jl3|3|1|1jl3|1|2|G|1003|False|SO4|assembly_gen_row_000003|1	1jl3	SO4	O=S(=O)([O-])[O-]	5.0	0.0	O;S	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|7m46|1|1|7m46|1|8|N|1|False|PPV|assembly_gen_row_000001|1	7m46	PPV	O=P(O)(O)OP(=O)(O)O	9.0	0.0	O;P	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|2j8r|1|1|2j8r|1|3|E|1174|False|AZI|assembly_gen_row_000001|1	2j8r	AZI	[N-]=[N+]=[N-]	3.0	0.0	N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|2zs1|1|1|2zs1|1|6|F|201|False|OXY|assembly_gen_row_000001|4	2zs1	OXY	O=O	2.0	0.0	O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|4apz|9|1|4apz|1|3|AG|1146|False|POP|assembly_gen_row_000009|1	4apz	POP	O=P([O-])(O)OP(=O)([O-])O	9.0	0.0	O;P	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|4dpk|1|1|4dpk|1|2|O|402|False|PO4|assembly_gen_row_000001|1	4dpk	PO4	O=P([O-])([O-])[O-]	5.0	0.0	O;P	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|1nxd|5|1|1nxd|1|2|T|905|False|AZI|assembly_gen_row_000005|1	1nxd	AZI	[N-]=[N+]=[N-]	3.0	0.0	N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|2zim|1|1|2zim|1|4|M|901|False|POP|assembly_gen_row_000001|1	2zim	POP	O=P([O-])(O)OP(=O)([O-])O	9.0	0.0	O;P	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|2zs1|1|1|2zs1|1|6|F|201|False|OXY|assembly_gen_row_000001|1	2zs1	OXY	O=O	2.0	0.0	O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|6bdv|3|1|6bdv|1|5|E|1|False|AZI|assembly_gen_row_000003|1	6bdv	AZI	[N-]=[N+]=[N-]	3.0	0.0	N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|7y0p|1|1|7y0p|1|3|D|601|False|HOA|assembly_gen_row_000001|1	7y0p	HOA	NO	2.0	0.0	N;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|4ld7|3|1|4ld7|1|2|GA|480|False|PIS|assembly_gen_row_000003|1	4ld7	PIS	O=P(O)(O)O[P@](=O)(O)[S-]	9.0	0.0	O;P;S	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|8p1h|1|1|8p1h|1|3|D|302|False|AZI|assembly_gen_row_000001|1	8p1h	AZI	[N-]=[N+]=[N-]	3.0	0.0	N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|7ycd|1|1|7ycd|1|3|K|6|False|SO4|assembly_gen_row_000001|1	7ycd	SO4	O=S(=O)([O-])[O-]	5.0	0.0	O;S	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|5sxx|1|1|5sxx|1|5|F|804|False|OXY|assembly_gen_row_000001|1	5sxx	OXY	O=O	2.0	0.0	O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|3q09|4|1|3q09|1|3|BC|2000|False|NO2|assembly_gen_row_000004|1	3q09	NO2	O=N[O-]	3.0	0.0	N;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|5a12|1|1|5a12|1|3|Q|251|False|AZI|assembly_gen_row_000001|1	5a12	AZI	[N-]=[N+]=[N-]	3.0	0.0	N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|4gdm|2|1|4gdm|1|2|F|2|False|SO4|assembly_gen_row_000002|1	4gdm	SO4	O=S(=O)([O-])[O-]	5.0	0.0	O;S	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|3cj9|1|1|3cj9|1|2|B|502|False|PO4|assembly_gen_row_000001|1	3cj9	PO4	O=P([O-])([O-])[O-]	5.0	0.0	O;P	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	simple_inorganic_entries	P3|8scd|1|1|8scd|1|7|L|2|False|POP|assembly_gen_row_000001|2	8scd	POP	O=P([O-])(O)OP(=O)([O-])O	9.0	0.0	O;P	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|5zw2|1|1|5zw2|1|3|D|502|False|O4B|assembly_gen_row_000001|1	5zw2	O4B	C1COCCOCCOCCOCCOCCO1	18.0	12.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|1jcy|1|1|1jcy|1|4|H|2268|False|PEP|assembly_gen_row_000001|1	1jcy	PEP	C=C(OP(=O)(O)O)C(=O)O	10.0	3.0	C;O;P	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|1jcy|1|1|1jcy|1|4|H|2268|False|PEP|assembly_gen_row_000001|2	1jcy	PEP	C=C(OP(=O)(O)O)C(=O)O	10.0	3.0	C;O;P	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|2nwr|1|1|2nwr|1|3|F|2268|False|PEP|assembly_gen_row_000001|2	2nwr	PEP	C=C(OP(=O)(O)O)C(=O)O	10.0	3.0	C;O;P	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|9qz3|2|1|9qz3|1|2|D|1|False|IHS|assembly_gen_row_000002|1	9qz3	IHS	O=S(=O)(O)O[C@H]1[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@H]1OS(=O)(=O)O	36.0	6.0	C;O;S	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|5jvl|2|1|5jvl|1|4|I|877|False|PEP|assembly_gen_row_000002|1	5jvl	PEP	C=C(OP(=O)(O)O)C(=O)O	10.0	3.0	C;O;P	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|1fwt|1|1|1fwt|1|3|D|1268|False|PEP|assembly_gen_row_000001|1	1fwt	PEP	C=C(OP(=O)(O)O)C(=O)O	10.0	3.0	C;O;P	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|4fio|1|1|4fio|1|2|F|351|False|EEE|assembly_gen_row_000001|1	4fio	EEE	CCOC(C)=O	6.0	4.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|4owj|1|1|4owj|1|2|N|501|False|GOL|assembly_gen_row_000001|1	4owj	GOL	OCC(O)CO	6.0	3.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|2nx3|3|1|2nx3|1|2|FA|268|False|PEP|assembly_gen_row_000003|1	2nx3	PEP	C=C(OP(=O)(O)O)C(=O)O	10.0	3.0	C;O;P	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|3dwo|1|1|3dwo|1|3|C|1|False|C8E|assembly_gen_row_000001|1	3dwo	C8E	CCCCCCCCOCCOCCOCCOCCO	21.0	16.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|2a2i|1|1|2a2i|1|3|D|1268|False|PEP|assembly_gen_row_000001|2	2a2i	PEP	C=C(OP(=O)(O)O)C(=O)O	10.0	3.0	C;O;P	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|6ye8|2|1|6ye8|1|2|I|401|False|SPD|assembly_gen_row_000002|1	6ye8	SPD	NCCCCNCCCN	10.0	7.0	C;N	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|6h40|1|1|6h40|1|3|E|301|False|FW5|assembly_gen_row_000001|2	6h40	FW5	COC[C@@H](O)CO	7.0	4.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|1kfl|1|1|1kfl|1|5|R|2352|False|PEP|assembly_gen_row_000001|1	1kfl	PEP	C=C(OP(=O)(O)O)C(=O)O	10.0	3.0	C;O;P	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|4x1d|2|1|4x1d|1|3|G|681|False|MLI|assembly_gen_row_000002|1	4x1d	MLI	O=C([O-])CC(=O)[O-]	7.0	3.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|4w52|1|1|4w52|1|2|B|200|False|BNZ|assembly_gen_row_000001|1	4w52	BNZ	c1ccccc1	6.0	6.0	C	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|4hyv|1|1|4hyv|1|4|J|1005|False|PEP|assembly_gen_row_000001|1	4hyv	PEP	C=C(OP(=O)(O)O)C(=O)O	10.0	3.0	C;O;P	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|6cex|1|1|6cex|1|6|Y|3|False|NHE|assembly_gen_row_000001|1	6cex	NHE	O=S(=O)(O)CCNC1CCCCC1	13.0	8.0	C;N;O;S	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|8rco|2|1|8rco|1|2|Q|604|False|MYR|assembly_gen_row_000002|1	8rco	MYR	CCCCCCCCCCCCCC(=O)O	16.0	14.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|2nx1|1|1|2nx1|1|3|D|1268|False|PEP|assembly_gen_row_000001|1	2nx1	PEP	C=C(OP(=O)(O)O)C(=O)O	10.0	3.0	C;O;P	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|4bnd|1|1|4bnd|1|3|I|1256|False|GOL|assembly_gen_row_000001|1	4bnd	GOL	OCC(O)CO	6.0	3.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|4rdr|1|1|4rdr|1|4|F|2315|False|C8E|assembly_gen_row_000001|1	4rdr	C8E	CCCCCCCCOCCOCCOCCOCCO	21.0	16.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|1ofa|1|1|1ofa|1|3|D|508|False|PEP|assembly_gen_row_000001|1	1ofa	PEP	C=C(OP(=O)(O)O)C(=O)O	10.0	3.0	C;O;P	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
Ours	shared_artifact_list_entries	P3|3wy2|2|1|3wy2|1|3|K|602|False|GOL|assembly_gen_row_000002|1	3wy2	GOL	OCC(O)CO	6.0	3.0	C;O	DETERMINISTIC_AUDIT_SAMPLE_NOT_MEMBERSHIP_REVIEW
